"","kingdom","phylum","class","order","family","genus","species"
"1648835","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Clavicipitaceae","Epichloe","Epichloe sp. LpTG-2"
"232232","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Clavicipitaceae",NA,"uncultured Neotyphodium"
"40611","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Clavicipitaceae","Balansia","Balansia obtecta"
"450345","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Ophiocordycipitaceae","Hirsutella","Hirsutella huangshanensis"
"1126680","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Ophiocordycipitaceae","Ophiocordyceps","Ophiocordyceps clavata"
"569878","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Ophiocordycipitaceae","Paraisaria",NA
"1405024","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Bionectriaceae","Geosmithia","Geosmithia sp. MK-2013b"
"110564","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Bionectriaceae","Clonostachys",NA
"110568","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Bionectriaceae","Hydropisphaera","Hydropisphaera erubescens"
"1151762","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Bionectriaceae",NA,"uncultured Gliomastix"
"2066064","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Bionectriaceae",NA,"uncultured Stilbocrea"
"110572","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Bionectriaceae","Kallichroma","Kallichroma glabrum"
"47278","Fungi","Ascomycota","Sordariomycetes","Hypocreales",NA,"Trichothecium","Trichothecium roseum"
"159075","Fungi","Ascomycota","Sordariomycetes","Hypocreales",NA,"Acremonium",NA
"45277","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Sarocladiaceae","Sarocladium","Sarocladium kiliense"
"200359","Fungi","Ascomycota","Sordariomycetes","Glomerellales","Glomerellaceae","Colletotrichum","Colletotrichum boninense"
"40657","Fungi","Ascomycota","Sordariomycetes","Glomerellales","Plectosphaerellaceae","Plectosphaerella",NA
"186337","Fungi","Ascomycota","Sordariomycetes","Microascales","Microascaceae","Acaulium","Acaulium albonigrescens"
"357446","Fungi","Ascomycota","Sordariomycetes","Microascales","Ceratocystidaceae","Ceratocystis","Ceratocystis albifundus"
"1580835","Fungi","Ascomycota","Sordariomycetes","Microascales","Ceratocystidaceae","Davidsoniella","Davidsoniella eucalypti"
"306125","Fungi","Ascomycota","Sordariomycetes","Coronophorales","Bertiaceae","Bertia","Bertia moriformis"
"714421","Fungi","Ascomycota","Sordariomycetes","Coronophorales","Bertiaceae","Gaillardiella","Gaillardiella pezizoides"
"911088","Fungi","Ascomycota","Sordariomycetes","Melanosporales","Ceratostomataceae","Harzia",NA
"2016479","Fungi","Ascomycota","Sordariomycetes","Savoryellales","Savoryellaceae","Neoascotaiwania",NA
"1036254","Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae","Chaetomium","Chaetomium madrasense"
"343503","Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae","Podospora","Podospora bullata"
"1464139","Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae","Achaetomium","Achaetomium sp. Xz8"
"159605","Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae","Achaetomium","Achaetomium globosum"
"190048","Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae","Corynascus","Corynascus sepedonium"
"165294","Fungi","Ascomycota","Sordariomycetes","Sordariales","Sordariaceae","Neurospora","Neurospora sp. FGSC 8239"
"1157609","Fungi","Ascomycota","Sordariomycetes","Sordariales",NA,"Madurella","Madurella pseudomycetomatis (nom. inval.)"
"1401990","Fungi","Ascomycota","Sordariomycetes","Magnaporthales","Magnaporthaceae",NA,"uncultured Magnaporthe"
"45347","Fungi","Ascomycota","Sordariomycetes","Ophiostomatales","Ophiostomataceae","Raffaelea","Raffaelea canadensis"
"2730909","Fungi","Ascomycota","Sordariomycetes","Diaporthales","Diaporthaceae","Diaporthe","Diaporthe sp. AG-2020f"
"1892355","Fungi","Ascomycota","Sordariomycetes","Diaporthales","Diaporthaceae","Diaporthe","Diaporthe betulicola"
"152657","Fungi","Ascomycota","Sordariomycetes",NA,NA,"Rhamphoria","Rhamphoria delicatula"
